student_id,name,attendance,total_classes,section,branch,semester,subject,week,attendance_percentage,phone_number
STU002,Simran Verma,4,4,B,MECH,3,DSA,Week 3,100.0,6100604502
STU002,Simran Verma,3,4,B,MECH,3,DSA,Week 4,75.0,6100604502
STU002,Simran Verma,2,3,B,MECH,3,DSA,Week 5,66.67,6100604502
STU002,Simran Verma,3,3,B,MECH,3,DSA,Week 6,100.0,6100604502
STU002,Simran Verma,5,5,B,MECH,3,DSA,Week 7,100.0,6100604502
STU002,Simran Verma,3,4,B,MECH,3,DSA,Week 8,75.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 1,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 2,100.0,6100604502
STU002,Simran Verma,3,3,B,MECH,3,Code Lab,Week 3,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 4,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 5,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 6,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Code Lab,Week 7,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Code Lab,Week 8,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Communication Skills,Week 1,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Communication Skills,Week 2,100.0,6100604502
STU002,Simran Verma,2,2,B,MECH,3,Communication Skills,Week 3,100.0,6100604502
STU002,Simran Verma,3,3,B,MECH,3,Communication Skills,Week 4,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Communication Skills,Week 5,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Communication Skills,Week 6,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Communication Skills,Week 7,100.0,6100604502
STU002,Simran Verma,1,1,B,MECH,3,Communication Skills,Week 8,100.0,6100604502
STU003,Payal Rao,3,4,A,MECH,5,Maths,Week 1,75.0,9236696312
STU003,Payal Rao,2,4,A,MECH,5,Maths,Week 2,50.0,9236696312
STU003,Payal Rao,2,4,A,MECH,5,Maths,Week 3,50.0,9236696312
STU003,Payal Rao,3,5,A,MECH,5,Maths,Week 4,60.0,9236696312
STU003,Payal Rao,0,4,A,MECH,5,Maths,Week 5,0.0,9236696312
STU003,Payal Rao,3,4,A,MECH,5,Maths,Week 6,75.0,9236696312
STU003,Payal Rao,3,4,A,MECH,5,Maths,Week 7,75.0,9236696312
STU003,Payal Rao,4,4,A,MECH,5,Maths,Week 8,100.0,9236696312
STU003,Payal Rao,3,3,A,MECH,5,Python,Week 1,100.0,9236696312
STU003,Payal Rao,2,3,A,MECH,5,Python,Week 2,66.67,9236696312
STU003,Payal Rao,1,2,A,MECH,5,Python,Week 3,50.0,9236696312
STU003,Payal Rao,2,4,A,MECH,5,Python,Week 4,50.0,9236696312
STU003,Payal Rao,1,3,A,MECH,5,Python,Week 5,33.33,9236696312
STU003,Payal Rao,2,3,A,MECH,5,Python,Week 6,66.67,9236696312
STU003,Payal Rao,1,3,A,MECH,5,Python,Week 7,33.33,9236696312
STU003,Payal Rao,2,3,A,MECH,5,Python,Week 8,66.67,9236696312
STU003,Payal Rao,3,4,A,MECH,5,AI,Week 1,75.0,9236696312
STU003,Payal Rao,2,4,A,MECH,5,AI,Week 2,50.0,9236696312
STU003,Payal Rao,0,3,A,MECH,5,AI,Week 3,0.0,9236696312
STU003,Payal Rao,1,2,A,MECH,5,AI,Week 4,50.0,9236696312
STU003,Payal Rao,1,3,A,MECH,5,AI,Week 5,33.33,9236696312
STU003,Payal Rao,3,4,A,MECH,5,AI,Week 6,75.0,9236696312
STU003,Payal Rao,0,2,A,MECH,5,AI,Week 7,0.0,9236696312
STU003,Payal Rao,1,4,A,MECH,5,AI,Week 8,25.0,9236696312
STU003,Payal Rao,1,4,A,MECH,5,DSA,Week 1,25.0,9236696312
STU003,Payal Rao,3,3,A,MECH,5,DSA,Week 2,100.0,9236696312
STU003,Payal Rao,3,5,A,MECH,5,DSA,Week 3,60.0,9236696312
STU003,Payal Rao,3,4,A,MECH,5,DSA,Week 4,75.0,9236696312
STU003,Payal Rao,2,5,A,MECH,5,DSA,Week 5,40.0,9236696312
STU003,Payal Rao,4,4,A,MECH,5,DSA,Week 6,100.0,9236696312
STU003,Payal Rao,1,3,A,MECH,5,DSA,Week 7,33.33,9236696312
STU003,Payal Rao,1,4,A,MECH,5,DSA,Week 8,25.0,9236696312
STU003,Payal Rao,2,2,A,MECH,5,Code Lab,Week 1,100.0,9236696312
STU003,Payal Rao,1,1,A,MECH,5,Code Lab,Week 2,100.0,9236696312
STU003,Payal Rao,1,2,A,MECH,5,Code Lab,Week 3,50.0,9236696312
STU003,Payal Rao,1,2,A,MECH,5,Code Lab,Week 4,50.0,9236696312
STU003,Payal Rao,0,2,A,MECH,5,Code Lab,Week 5,0.0,9236696312
STU003,Payal Rao,0,2,A,MECH,5,Code Lab,Week 6,0.0,9236696312
STU003,Payal Rao,2,2,A,MECH,5,Code Lab,Week 7,100.0,9236696312
STU003,Payal Rao,1,2,A,MECH,5,Code Lab,Week 8,50.0,9236696312
STU003,Payal Rao,0,3,A,MECH,5,Communication Skills,Week 1,0.0,9236696312
STU003,Payal Rao,0,2,A,MECH,5,Communication Skills,Week 2,0.0,9236696312
STU003,Payal Rao,3,3,A,MECH,5,Communication Skills,Week 3,100.0,9236696312
STU003,Payal Rao,3,3,A,MECH,5,Communication Skills,Week 4,100.0,9236696312
STU003,Payal Rao,0,3,A,MECH,5,Communication Skills,Week 5,0.0,9236696312
STU003,Payal Rao,2,3,A,MECH,5,Communication Skills,Week 6,66.67,9236696312
STU003,Payal Rao,0,2,A,MECH,5,Communication Skills,Week 7,0.0,9236696312
STU003,Payal Rao,2,2,A,MECH,5,Communication Skills,Week 8,100.0,9236696312
STU004,Nikhil Rao,3,3,C,AI&DS,4,Maths,Week 1,100.0,8298362082
STU004,Nikhil Rao,4,5,C,AI&DS,4,Maths,Week 2,80.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,Maths,Week 3,100.0,8298362082
STU004,Nikhil Rao,3,5,C,AI&DS,4,Maths,Week 4,60.0,8298362082
STU004,Nikhil Rao,3,5,C,AI&DS,4,Maths,Week 5,60.0,8298362082
STU004,Nikhil Rao,3,4,C,AI&DS,4,Maths,Week 6,75.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,Maths,Week 7,100.0,8298362082
STU004,Nikhil Rao,3,4,C,AI&DS,4,Maths,Week 8,75.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Python,Week 1,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,Python,Week 2,100.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,Python,Week 3,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,Python,Week 4,100.0,8298362082
STU004,Nikhil Rao,1,4,C,AI&DS,4,Python,Week 5,25.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,Python,Week 6,100.0,8298362082
STU004,Nikhil Rao,3,4,C,AI&DS,4,Python,Week 7,75.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,Python,Week 8,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,AI,Week 1,100.0,8298362082
STU004,Nikhil Rao,2,3,C,AI&DS,4,AI,Week 2,66.67,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,AI,Week 3,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,AI,Week 4,100.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,AI,Week 5,100.0,8298362082
STU004,Nikhil Rao,2,3,C,AI&DS,4,AI,Week 6,66.67,8298362082
STU004,Nikhil Rao,1,3,C,AI&DS,4,AI,Week 7,33.33,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,AI,Week 8,100.0,8298362082
STU004,Nikhil Rao,3,4,C,AI&DS,4,DSA,Week 1,75.0,8298362082
STU004,Nikhil Rao,5,5,C,AI&DS,4,DSA,Week 2,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,DSA,Week 3,100.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,DSA,Week 4,100.0,8298362082
STU004,Nikhil Rao,4,5,C,AI&DS,4,DSA,Week 5,80.0,8298362082
STU004,Nikhil Rao,5,5,C,AI&DS,4,DSA,Week 6,100.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,DSA,Week 7,100.0,8298362082
STU004,Nikhil Rao,4,4,C,AI&DS,4,DSA,Week 8,100.0,8298362082
STU004,Nikhil Rao,1,2,C,AI&DS,4,Code Lab,Week 1,50.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Code Lab,Week 2,100.0,8298362082
STU004,Nikhil Rao,3,3,C,AI&DS,4,Code Lab,Week 3,100.0,8298362082
STU004,Nikhil Rao,1,1,C,AI&DS,4,Code Lab,Week 4,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Code Lab,Week 5,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Code Lab,Week 6,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Code Lab,Week 7,100.0,8298362082
STU004,Nikhil Rao,1,1,C,AI&DS,4,Code Lab,Week 8,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Communication Skills,Week 1,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Communication Skills,Week 2,100.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Communication Skills,Week 3,100.0,8298362082
STU004,Nikhil Rao,1,2,C,AI&DS,4,Communication Skills,Week 4,50.0,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Communication Skills,Week 5,100.0,8298362082
STU004,Nikhil Rao,2,3,C,AI&DS,4,Communication Skills,Week 6,66.67,8298362082
STU004,Nikhil Rao,2,2,C,AI&DS,4,Communication Skills,Week 7,100.0,8298362082
STU004,Nikhil Rao,1,1,C,AI&DS,4,Communication Skills,Week 8,100.0,8298362082
STU005,Siddharth Iyer,2,4,B,CSE,3,Maths,Week 1,50.0,8909990148
STU005,Siddharth Iyer,1,4,B,CSE,3,Maths,Week 2,25.0,8909990148
STU005,Siddharth Iyer,4,4,B,CSE,3,Maths,Week 3,100.0,8909990148
STU005,Siddharth Iyer,1,5,B,CSE,3,Maths,Week 4,20.0,8909990148
STU005,Siddharth Iyer,4,5,B,CSE,3,Maths,Week 5,80.0,8909990148
STU005,Siddharth Iyer,1,4,B,CSE,3,Maths,Week 6,25.0,8909990148
STU005,Siddharth Iyer,3,3,B,CSE,3,Maths,Week 7,100.0,8909990148
STU005,Siddharth Iyer,0,4,B,CSE,3,Maths,Week 8,0.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Python,Week 1,66.67,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Python,Week 2,66.67,8909990148
STU005,Siddharth Iyer,1,3,B,CSE,3,Python,Week 3,33.33,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Python,Week 4,66.67,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Python,Week 5,66.67,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Python,Week 6,50.0,8909990148
STU005,Siddharth Iyer,3,4,B,CSE,3,Python,Week 7,75.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Python,Week 8,66.67,8909990148
STU005,Siddharth Iyer,0,4,B,CSE,3,AI,Week 1,0.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,AI,Week 2,50.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,AI,Week 3,66.67,8909990148
STU005,Siddharth Iyer,2,2,B,CSE,3,AI,Week 4,100.0,8909990148
STU005,Siddharth Iyer,3,3,B,CSE,3,AI,Week 5,100.0,8909990148
STU005,Siddharth Iyer,2,4,B,CSE,3,AI,Week 6,50.0,8909990148
STU005,Siddharth Iyer,2,2,B,CSE,3,AI,Week 7,100.0,8909990148
STU005,Siddharth Iyer,0,3,B,CSE,3,AI,Week 8,0.0,8909990148
STU005,Siddharth Iyer,4,5,B,CSE,3,DSA,Week 1,80.0,8909990148
STU005,Siddharth Iyer,1,4,B,CSE,3,DSA,Week 2,25.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,DSA,Week 3,66.67,8909990148
STU005,Siddharth Iyer,1,3,B,CSE,3,DSA,Week 4,33.33,8909990148
STU005,Siddharth Iyer,2,4,B,CSE,3,DSA,Week 5,50.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,DSA,Week 6,66.67,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,DSA,Week 7,66.67,8909990148
STU005,Siddharth Iyer,1,3,B,CSE,3,DSA,Week 8,33.33,8909990148
STU005,Siddharth Iyer,0,2,B,CSE,3,Code Lab,Week 1,0.0,8909990148
STU005,Siddharth Iyer,1,3,B,CSE,3,Code Lab,Week 2,33.33,8909990148
STU005,Siddharth Iyer,2,2,B,CSE,3,Code Lab,Week 3,100.0,8909990148
STU005,Siddharth Iyer,0,1,B,CSE,3,Code Lab,Week 4,0.0,8909990148
STU005,Siddharth Iyer,2,3,B,CSE,3,Code Lab,Week 5,66.67,8909990148
STU005,Siddharth Iyer,0,1,B,CSE,3,Code Lab,Week 6,0.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Code Lab,Week 7,50.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Code Lab,Week 8,50.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Communication Skills,Week 1,50.0,8909990148
STU005,Siddharth Iyer,0,2,B,CSE,3,Communication Skills,Week 2,0.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Communication Skills,Week 3,50.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Communication Skills,Week 4,50.0,8909990148
STU005,Siddharth Iyer,1,2,B,CSE,3,Communication Skills,Week 5,50.0,8909990148
STU005,Siddharth Iyer,0,2,B,CSE,3,Communication Skills,Week 6,0.0,8909990148
STU005,Siddharth Iyer,0,2,B,CSE,3,Communication Skills,Week 7,0.0,8909990148
STU005,Siddharth Iyer,0,2,B,CSE,3,Communication Skills,Week 8,0.0,8909990148
STU006,Pooja Sharma,3,4,C,IT,3,Maths,Week 1,75.0,9084611066
STU006,Pooja Sharma,4,5,C,IT,3,Maths,Week 2,80.0,9084611066
STU006,Pooja Sharma,3,4,C,IT,3,Maths,Week 3,75.0,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,Maths,Week 4,33.33,9084611066
STU006,Pooja Sharma,3,4,C,IT,3,Maths,Week 5,75.0,9084611066
STU006,Pooja Sharma,1,4,C,IT,3,Maths,Week 6,25.0,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,Maths,Week 7,33.33,9084611066
STU006,Pooja Sharma,1,4,C,IT,3,Maths,Week 8,25.0,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,Python,Week 1,100.0,9084611066
STU006,Pooja Sharma,2,2,C,IT,3,Python,Week 2,100.0,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,Python,Week 3,66.67,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,Python,Week 4,66.67,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,Python,Week 5,66.67,9084611066
STU006,Pooja Sharma,2,2,C,IT,3,Python,Week 6,100.0,9084611066
STU006,Pooja Sharma,2,4,C,IT,3,Python,Week 7,50.0,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,Python,Week 8,33.33,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,AI,Week 1,100.0,9084611066
STU006,Pooja Sharma,2,2,C,IT,3,AI,Week 2,100.0,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,AI,Week 3,100.0,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,AI,Week 4,33.33,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,AI,Week 5,66.67,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,AI,Week 6,66.67,9084611066
STU006,Pooja Sharma,1,4,C,IT,3,AI,Week 7,25.0,9084611066
STU006,Pooja Sharma,0,2,C,IT,3,AI,Week 8,0.0,9084611066
STU006,Pooja Sharma,3,4,C,IT,3,DSA,Week 1,75.0,9084611066
STU006,Pooja Sharma,3,4,C,IT,3,DSA,Week 2,75.0,9084611066
STU006,Pooja Sharma,4,5,C,IT,3,DSA,Week 3,80.0,9084611066
STU006,Pooja Sharma,4,4,C,IT,3,DSA,Week 4,100.0,9084611066
STU006,Pooja Sharma,2,3,C,IT,3,DSA,Week 5,66.67,9084611066
STU006,Pooja Sharma,4,4,C,IT,3,DSA,Week 6,100.0,9084611066
STU006,Pooja Sharma,2,4,C,IT,3,DSA,Week 7,50.0,9084611066
STU006,Pooja Sharma,2,4,C,IT,3,DSA,Week 8,50.0,9084611066
STU006,Pooja Sharma,1,1,C,IT,3,Code Lab,Week 1,100.0,9084611066
STU006,Pooja Sharma,2,2,C,IT,3,Code Lab,Week 2,100.0,9084611066
STU006,Pooja Sharma,1,2,C,IT,3,Code Lab,Week 3,50.0,9084611066
STU006,Pooja Sharma,0,1,C,IT,3,Code Lab,Week 4,0.0,9084611066
STU006,Pooja Sharma,0,2,C,IT,3,Code Lab,Week 5,0.0,9084611066
STU006,Pooja Sharma,1,1,C,IT,3,Code Lab,Week 6,100.0,9084611066
STU006,Pooja Sharma,0,1,C,IT,3,Code Lab,Week 7,0.0,9084611066
STU006,Pooja Sharma,1,2,C,IT,3,Code Lab,Week 8,50.0,9084611066
STU006,Pooja Sharma,2,2,C,IT,3,Communication Skills,Week 1,100.0,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,Communication Skills,Week 2,100.0,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,Communication Skills,Week 3,100.0,9084611066
STU006,Pooja Sharma,1,2,C,IT,3,Communication Skills,Week 4,50.0,9084611066
STU006,Pooja Sharma,1,2,C,IT,3,Communication Skills,Week 5,50.0,9084611066
STU006,Pooja Sharma,3,3,C,IT,3,Communication Skills,Week 6,100.0,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,Communication Skills,Week 7,33.33,9084611066
STU006,Pooja Sharma,1,3,C,IT,3,Communication Skills,Week 8,33.33,9084611066
STU007,Ravi Singh,2,4,A,MECH,5,Maths,Week 1,50.0,6049203558
STU007,Ravi Singh,2,4,A,MECH,5,Maths,Week 2,50.0,6049203558
STU007,Ravi Singh,1,4,A,MECH,5,Maths,Week 3,25.0,6049203558
STU007,Ravi Singh,3,4,A,MECH,5,Maths,Week 4,75.0,6049203558
STU007,Ravi Singh,3,4,A,MECH,5,Maths,Week 5,75.0,6049203558
STU007,Ravi Singh,4,4,A,MECH,5,Maths,Week 6,100.0,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,Maths,Week 7,66.67,6049203558
STU007,Ravi Singh,3,3,A,MECH,5,Maths,Week 8,100.0,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,Python,Week 1,66.67,6049203558
STU007,Ravi Singh,1,3,A,MECH,5,Python,Week 2,33.33,6049203558
STU007,Ravi Singh,2,4,A,MECH,5,Python,Week 3,50.0,6049203558
STU007,Ravi Singh,1,2,A,MECH,5,Python,Week 4,50.0,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,Python,Week 5,66.67,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,Python,Week 6,66.67,6049203558
STU007,Ravi Singh,3,4,A,MECH,5,Python,Week 7,75.0,6049203558
STU007,Ravi Singh,2,4,A,MECH,5,Python,Week 8,50.0,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,AI,Week 1,66.67,6049203558
STU007,Ravi Singh,2,4,A,MECH,5,AI,Week 2,50.0,6049203558
STU007,Ravi Singh,1,3,A,MECH,5,AI,Week 3,33.33,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,AI,Week 4,66.67,6049203558
STU007,Ravi Singh,1,2,A,MECH,5,AI,Week 5,50.0,6049203558
STU007,Ravi Singh,2,3,A,MECH,5,AI,Week 6,66.67,6049203558
STU007,Ravi Singh,4,4,A,MECH,5,AI,Week 7,100.0,6049203558
STU007,Ravi Singh,3,4,A,MECH,5,AI,Week 8,75.0,6049203558
STU007,Ravi Singh,3,5,A,MECH,5,DSA,Week 1,60.0,6049203558
STU007,Ravi Singh,0,4,A,MECH,5,DSA,Week 2,0.0,6049203558
STU007,Ravi Singh,0,4,A,MECH,5,DSA,Week 3,0.0,6049203558
STU007,Ravi Singh,1,4,A,MECH,5,DSA,Week 4,25.0,6049203558
STU007,Ravi Singh,4,5,A,MECH,5,DSA,Week 5,80.0,6049203558
STU007,Ravi Singh,4,4,A,MECH,5,DSA,Week 6,100.0,6049203558
STU007,Ravi Singh,4,4,A,MECH,5,DSA,Week 7,100.0,6049203558
STU007,Ravi Singh,3,3,A,MECH,5,DSA,Week 8,100.0,6049203558
STU007,Ravi Singh,2,2,A,MECH,5,Code Lab,Week 1,100.0,6049203558
STU007,Ravi Singh,3,3,A,MECH,5,Code Lab,Week 2,100.0,6049203558
STU007,Ravi Singh,0,1,A,MECH,5,Code Lab,Week 3,0.0,6049203558
STU007,Ravi Singh,1,1,A,MECH,5,Code Lab,Week 4,100.0,6049203558
